qstr_Next_Page|下 一 页
qstr_{s9}_asked_you_to_co|{s9}要 你 去 {s3}征 税 。 他 答 应 你 征 收 的 税 款 中 的 20% 归 你 所 得 。 
qstr_{s9}_asked_you_to_hu|{s9}要 你 抓 捕 名 叫 {s4}的 通 缉 犯 。 他 现 在 确 信 在 {s3}。 
qstr_{s9}_asked_you_to_as|{s9}要 你 杀 死 一 个 {s3}的 地 方 商 人 。 
qstr_{s9}_has_asked_you_t|{s9}要 你 到 {s13}见 一 个 间 谍 。 
qstr_{s11}_asked_you_to_f|{s11}要 你 跟 踪 将 要 离 开 {s12}的 间 谍 。 你 必 须 小 心 ， 别 让 他 在 半 路 发 现 你 ， 否 则 他 可 能 会 起 疑 心 并 折 返 回 去 。 一 旦 他 与 他 的 同 伙 碰 头 ， 你 得 伏 击 他 们 并 把 他 们 两 人 带 回 去 交 给 {s11}。 
qstr_{s11}_asked_you_to_c|{s11}要 你 抓 捕 {s13}的 一 个 领 主 ， 随 便 一 个 。 然 后 带 到 {s11}严 密 监 禁 起 来 。 
qstr_{s9}_asked_you_to_le|{s9}要 你 把 你 的 同 伴 {s3}借 给 他 用 一 个 星 期 。 
qstr_{s9}_asked_you_to_col|{s9}要 你 帮 他 去 讨 要 {s3}欠 他 的 {reg4}佛 罗 仑 。 当 你 接 受 这 个 任 务 的 时 候 {s3}正 在 {s4}。 
qstr_{s11}_gave_you_a_fak|{s11}给 你 一 封 伪 造 的 信 ， 要 你 送 给 {s13}， 以 欺 骗 他 让 他 流 放 他 的 封 臣 {s16}。 你 得 到 {s14}附 近 ， 并 把 信 交 给 你 的 一 个 {s15}， 然 后 把 他 作 为 一 个 信 使 送 到 城 镇 里 去 。 相 信 他 的 命 令 会 变 成 真 的 。 
qstr_{s9}_has_requested_y|{s9}要 你 帮 他 抓 捕 {reg1}个 {s3}俘 虏 。 
qstr_a_samurai|一 名 武 士 
qstr_an_ashigaru|一 名 足 轻 
qstr_Lend_your_experience|把 你 的 老 练 的 外 科 医 生 {s3}借 给 {s1}。 
qstr_Then_take_it_with_my|收 下 这 些 ， 这 些 代 表 我 永 恒 的 谢 意 。 你 是 一 个 高 尚 的 {人/人 }。 我 永 远 都 不 会 忘 记 你 在 我 最 需 要 的 时 候 帮 助 了 我 。 
qstr_Forgive_me_{playerna|原 谅 我 ， {playername}， 但 是 我 坚 持 让 你 接 受 。 这 些 钱 对 我 来 说 算 不 了 什 么 ， 我 欠 你 的 太 多 了 。 给 你 ， 拿 去 吧 ， 我 们 不 要 再 谈 这 个 了 。 
qstr_{playername}_what_a_|{playername}， 你 是 一 个 多 么 可 爱 的 {人/人 }， 但 是 我 不 允 许 你 拒 绝 这 个 ， 我 欠 你 的 比 我 说 的 还 多 ， 我 相 信 你 将 把 这 些 钱 比 我 用 在 更 好 的 方 面 。 
qstr_{s11}_asked_you_to_r|{s11}要 你 从 {s14}营 救 她 的 {s17}， {s13}。 你 得 跟 他 交 换 衣 服 并 代 替 他 呆 在 监 狱 里 。 
qstr_{s11}_asked_you_to_re|{s11}要 你 从 {s14}救 出 她 的 {s17}， {s13}。 
qstr_{s11}_asked_you_to_d|{s11}要 你 送 信 给 被 囚 禁 在 {s14}的 {s13}。 
qstr_You_agreed_to_challe|你 同 意 与 {s13}决 斗 以 维 护 {s11}的 名 誉 。 
qstr_{s5}__Persuasion_str|{s5}（ 说 服 力 ： {reg5}） 
qstr_Persuasion_Attempt|尝 试 说 服 
qstr_{s12}_and_{s11}|{s12} and {s11}{***}
qstr_You_can_find_book_me|您 可 以 在 {s11}找 到 书 商 。 
qstr_{s12}_{s11}|{s12}, {s11}
qstr_You_can_find_ransom_|您 可 以 在 {s11}找 到 奴 隶 贩 子 。 
qstr_A_villager_from_{s7}|一 个 从 {s7}来 的 村 民 恳 求 你 ， 希 望 你 能 把 他 们 的 村 子 从 那 群 强 盗 手 里 解 救 出 来 。 
qstr_Do_you_have_a_need_f|Do you have a need for more agents, {sir/madam}? {reg3?{reg4} of my comrades are:One of my comrades is} looking for a master. {reg3?They'll:He'll} join you for {reg5} mon.{***}
qstr_Do_you_have_a_need_fo|Do you have a need for mercenaries, {sir/madam}? {reg3?Me and {reg4?{reg3} of my comrades:one of my comrades} are:I am} looking for a master. We'll join you for {reg5} mon.{***}
qstr_You_chose_well_{s0}.|您 选 择 的 不 错 ， {s0}。  我 的 {reg65？ companions： lads}知 道 如 何 守 口 如 瓶 并 赚 取 薪 水 。 
qstr_Well_done_{s0}._Keep|做 得 好 ， {s0}。  享 受 金 钱 和 清 酒 的 到 来 ， 在 日 本 呀 ， 不 需 要 惧 怕 任 何 人 。 
qstr_We_are_at_your_servi|我 们 听 命 于 你 ， {先 生/夫 人 }。 你 所 要 做 的 ， 仅 仅 是 为 我 们 指 明 攻 击 对 象 。 
qstr_The_chief_merchant_o|{s13}的 总 奉 行 已 要 求 您 与 周 围 乡 村 的 不 法 之 徒 打 交 道 。 
qstr_{s9}_of_{s3}_asked_y|{s3}的 {s9}请 你 在 7 天 内 带 {reg5}单 位 的 {s6}到 {s4}的 酒 馆 。 
qstr_Escort_the_merchant_|护 送 商 人 的 商 队 去 {s8}镇 。 
qstr_Merchant_{s9}_of_{s4|{s4}的 {s9}要 你 消 灭 在 镇 子 附 近 的 难 对 付 的 强 盗 。 
qstr_The_chief_merchant_of|{s4}的 总 奉 行 给 您 {reg12}文 钱 ， 以 支 付 被 强 盗 绑 架 的 的 女 儿 的 赎 金 。  您 将 在 {s3}附 近 遇 见 土 匪 ， 并 向 他 们 支 付 赎 金 。  之 后 ， 您 将 把 女 孩 带 回 {s4}。 
qstr_The_chief_merchant_of_|{s4}的 总 奉 行 向 您 承 诺 {reg12} 文 钱 ， 如 果 您 可 以 确 保 {s12}和 {s13}不 再 对 {s15}和 {s14}之 间 的 和 平 解 决 构 成 威 胁 。  为 此 ， 您 必 须 说 服 他 们 ， 或 确 保 他 们 被 俘 虏 并 保 持 这 种 状 态 ， 直 到 达 成 和 平 协 议 为 止 。 
qstr_The_elder_merchant_o|{s14}的 年 长 商 人 已 要 求 您 与 一 群 威 胁 {s14}街 道 的 土 匪 打 交 道 。  他 们 只 在 晚 上 出 来 ， 只 在 街 上 袭 击 一 个 人 走 的 的 百 姓 。 
qstr_The_elder_merchant_of|{s10}的 老 商 人 要 求 您 将 牛 群 带 到 {s13}。  您 将 获 得 {reg8}文 钱 的 回 报 。 
qstr_He_is_not_commanding|他 现 在 什 么 人 也 没 有 指 挥 。 
qstr_He_currently_command|他 现 在 指 挥 了 {reg0}人 。 {reg1?其 中 {reg1}人 负 伤 。:} 
qstr_The_elder_of_the_vil|{s3}村 的 村 长 要 你 搞 到 {reg5}袋 小 麦 给 他 。 
qstr_The_elder_of_the_vill|{s13}村 的 村 长 要 你 训 练 {reg5}个 农 民 以 抵 抗 当 地 的 强 盗 。 
qstr_The_elder_of_the_villa|{s3}村 的 村 长 要 你 搞 到 {reg5}头 牛 给 他 。 
qstr_{s16}_and_{s15}|{s16}和 {s15}
qstr_I_can_smell_a_fat_pu|我 在 一 英 里 外 就 嗅 到 了 一 个 鼓 鼓 的 钱 包 。 我 想 你 想 让 它 变 轻 些 ， 不 是 吗 ？ 
qstr_Why_it_be_another_tr|啊 ！ 这 又 是 一 个 旅 行 者 ， 让 我 给 撞 上 了 。 我 应 该 警 告 你 ， 这 里 的 郊 外 对 于 像 你 这 样 的 一 个 好 {人/人 } 是 有 点 危 险 的 。 但 是 你 要 是 给 我 们 一 点 钱 ， 我 和 我 的 兄 弟 们 就 可 以 保 证 你 安 全 到 达 你 的 目 的 地 ， 怎 么 样 ？ 
qstr_Well_well_look_at_th|来 来 来 ， 看 看 这 个 ！ 你 最 好 乖 乖 交 出 一 些 银 币 ， 不 然 我 和 我 的 同 伴 就 将 好 好 招 待 你 。 
qstr_There_s_a_toll_for_p|交 出 买 路 钱 ， 不 然 我 就 从 你 的 钱 包 里 收 取 我 应 得 的 那 份 …… 
qstr_Another_fool_come_to|又 一 个 傻 瓜 过 来 把 {他 的/她 的 } 身 体 往 我 剑 上 撞 ， 是 吗 ？ 那 好 ， 放 马 过 来 ！ 
qstr_We_re_not_afraid_of_|我 们 不 怕 你 ， {小 子/小 妞 }。 是 时 候 打 暴 某 些 人 的 头 了 ！ 
qstr_That_was_a_mistake._|那 是 一 个 错 误 。 现 在 我 将 慢 慢 把 你 折 磨 到 死 。 
qstr_Brave_words._Let_s_s|豪 言 壮 语 ， 让 我 看 看 你 怎 么 用 行 动 来 支 持 它 ， 坏 蛋 ！ 
qstr_your_lordship|your lordship{***}
qstr_A_{s5}?_Well..._Yes_|{s5}？ 呃 …… 是 的 ， 我 想 是 这 样 。 问 了 一 个 多 么 奇 怪 的 问 题 啊 。 
qstr_Eh?_No_it_most_certa|是 吗 ？ 基 本 可 以 肯 定 那 不 是 一 个 {s5}。 如 果 我 是 你 的 话 ， 我 就 开 始 怀 疑 自 己 的 视 力 是 否 有 问 题 。 
qstr_This_is_the_{reg4?to|这 里 是 {s5}{reg4?镇 :村 }， {先 生/夫 人 }。 
qstr_{s6}_Our_{reg4?town:|{s6}我 们 {reg4?镇 :村 }及 周 围 的 土 地 属 于 你 ， 我 的 {大 人/夫 人 }。 
qstr_{s6}_Our_{reg4?town:v|{s6}我 们 {reg4?镇 :村 }及 周 围 的 土 地 属 于 {s8}的 {s7}。 
qstr_{s3}_and_{s5}|{s3}和 {s5}
qstr_{reg20?We_mostly_pro|{reg20?我 们 这 里 主 要 是 出 产 {s5}:这 些 天 我 们 这 里 几 乎 什 么 都 没 有 出 产 }。 如 果 你 想 了 解 更 多 的 情 况 ， 你 可 以 去 问 我 们 的 {reg4?镇 长 :村 长 }。 他 就 在 附 近 ， 看 ， 就 在 那 边 。 
qstr_Would_you_like_to_kn|您 是 否 想 知 道 {s2}的 情 况 如 何 ？ 
qstr_I_wish_to_ask_about_|我 想 问 一 下 {s2}。 
qstr_{reg2}_days|{reg2}天 
qstr_another_day|另 一 天 
qstr_I_am_sad_to_see_you_|看 到 你 离 开 我 很 难 过 。  我 借 给 您 的 铠 甲 -请 妥 善 保 管 并 安 全 存 放 在 那 里 。 
qstr_You_are_relieved_of_|您 可 以 放 心 了 。 
qstr_For_your_time_in_my_|对 于 你 为 我 们 你 的 工 作 ， 我 为 您 祈 福 {s13}。 
qstr_For_your_time_in_my_s|对 于 你 为 我 的 服 务 ， 我 授 予 您 {s13}。 
qstr_You_weren_t_with_me_|你 不 在 我 身 边 很 久 了 ， 对 吗 ？ 
